label,APP,ADAM10,BACE1,PSEN1,PSEN2,APOE,CLU,SORL1,ABCA7,BIN1,CD2AP,CD33,PTK2B,PICALM,RIN3
1,0.4314926939062572,0.593954619366115,0.3286730663069801,0.3634206619002136,0.4759536144022393,0.5539301239256849,0.5674626732413014,0.5342895840014027,0.42470183582085064,0.35059119865783434,0.49836895141183224,0.37809034546656173,0.48512786360002313,0.43975490809752826,0.3819423535324993
2,0.37104118322498686,0.5665217294763427,0.42191693149621023,0.42778017173147265,0.4111016959791459,0.4467815875088632,0.6105598930239269,0.6188906166185425,0.5665705030254815,0.4515348774768183,0.4997618719565933,0.3958304089610513,0.6208921435180004,0.37615253025730977,0.41988194148188107
3,0.5210618370140312,0.3624423254039881,0.45565075521766635,0.36181535232372297,0.4506232270327264,0.3986793919923135,0.6990946387987365,0.6478455943169774,0.5888039534661411,0.6448895964553281,0.30267523984509537,0.41022943508802123,0.5459035646147582,0.3218408753514471,0.46167147043426204
4,0.5409258122095203,0.4213183952480287,0.4377739988628653,0.4327581630252544,0.34057445657207486,0.34136329827922807,0.5210042027682975,0.6527032126441202,0.42954491471698175,0.48837156706432305,0.4577074648323875,0.2374700759794059,0.5280880298272203,0.4261897986151336,0.34662555359706393
5,0.4681109163387499,0.5296717635845362,0.2667556215146938,0.25016718031269336,0.4689725299629895,0.30443527617673793,0.4391107603365576,0.48237525350908395,0.4732398631235627,0.3255255803003428,0.2548062281059428,0.17983567535746334,0.521889475825239,0.4717115423996066,0.2950256234331116
6,0.45129950315726525,0.38024979239186674,0.6759456604615781,0.7288680168460947,0.24097462536190745,0.14245334809383722,0.24107451208496003,0.6439804165015685,0.3572278480002975,0.7373305523714839,0.45444762018605256,0.3608627062992586,0.3838691835065031,0.5861062096216101,0.019311489340023528
7,0.3811551482907491,0.2372270373791953,0.46856317701646977,0.23982511969748083,0.25584885541573893,0.5955221344919825,0.7908089414029592,0.6954897048080114,0.5509148926235219,0.5514754022892987,0.30831266924641587,0.3403671305970623,0.5224064148287136,0.2409576374042488,0.3804842715618038
8,0.40041660119790673,0.45677526494234816,0.355673689577259,0.3570873137904722,0.46484377687444295,0.3668789734723421,0.6015556280585165,0.6753392711890417,0.5654331900324217,0.3831858728070214,0.5611276253458496,0.3399653830878129,0.6051920800978396,0.2936158589626601,0.34911834326456764
9,0.5021986045998483,0.30904104044729197,0.5596890331434557,0.3943419313563733,0.27712741384721173,0.2618861912030392,0.5432483711896581,0.8103354174270965,0.6398847218378982,0.6332161749709802,0.40027664671164775,0.3757655795831891,0.6189643508134317,0.42995438124176405,0.4589866562451862
10,0.7099710852051568,0.4651918308594367,0.7277159882722775,0.6676424963477268,0.1597397280602585,0.21549441827521965,0.45726601945788015,0.852874071679611,0.6224044249904508,0.7787018527141776,0.341371755274462,0.3280983076591137,0.4772159024571947,0.7134912773553435,0.24323960594418878
11,0.38113753467201317,0.6292077692324209,0.4341610092666235,0.43946597822733685,0.38460951049774,0.23552884873756078,0.23772411290550402,0.6737247114722283,0.6501167934249006,0.4717020708355102,0.7172700690304311,0.31053859125465383,0.6113633019546872,0.480428304016636,0.2435917476973162
12,0.5137272801398075,0.38722852890802384,0.49241452181116885,0.4574643538950166,0.2835624611868628,0.35632716682821586,0.5157899791181617,0.7500453799909155,0.5152916217399752,0.6266238627566676,0.3867544709561068,0.32639964467405874,0.4869228207786231,0.4805925308956742,0.40288668060926275
13,0.55471434493498,0.4220551875384075,0.5466135994795565,0.45469399477083233,0.3260852240200287,0.2863062555549715,0.3141791717145337,0.707467688494762,0.5590806568855656,0.6892353821226154,0.42138104931702175,0.5317622546287867,0.6351053431041959,0.5746612176084208,0.2807250525476032
14,0.5410426934560851,0.47130213811806626,0.5872505620685536,0.5573584696224501,0.2852873982867416,0.3459553358803053,0.5816421436739211,0.7830787136056667,0.47163472231465525,0.5339340890101526,0.6401175629004777,0.30372859284908416,0.6575111152709429,0.5063002205223573,0.273203027142696
15,0.5515111208317172,0.361087116731936,0.5464336683277905,0.41667007278615015,0.30326714534580157,0.26551190799944113,0.5802029867235536,0.7997521207702599,0.620219474172464,0.6030498929341518,0.37832870222511367,0.3585696188439817,0.6090536819591041,0.4887869931741973,0.44790733617851236
16,0.5073825952259361,0.3700124288781542,0.6288598672815845,0.4624666012972474,0.24242916393500846,0.4212321771960278,0.5268004540404748,0.5186529457434731,0.35885077429723766,0.571813398218658,0.6128693420416301,0.48566181245587364,0.23403681319123942,0.3764009421915736,0.6377476830676634
17,0.562893534214708,0.45570278652656765,0.4023742600335697,0.3904483328929742,0.36105945550782437,0.29101278871958375,0.39339727160668864,0.7615195196807478,0.6701562842830764,0.3352794598672966,0.5199069323443054,0.3459586272274599,0.5597680694912418,0.4415507129323859,0.43648906613619315
18,0.3835205397157366,0.3181510971133111,0.48654815142957797,0.4168707567967627,0.2697732079667316,0.36432579553553773,0.5524929558959764,0.7837501858555681,0.6901334189102758,0.47549424630801024,0.44190555472877446,0.2748034640004901,0.6546054166897773,0.3434468913469752,0.3390587639062636
19,0.37528896983788784,0.42383692696687136,0.3361446578095124,0.2519603966707237,0.47047353802793745,0.3428909861061562,0.5062384508624177,0.6021344969344109,0.602059461184334,0.38862335893805466,0.6501431048020299,0.23609594370154963,0.6142195980519553,0.3120649690835327,0.4889826397110284
20,0.4656394416282068,0.517004884909791,0.3531662337512392,0.4991661984510834,0.418157581978945,0.5787187083717823,0.4414419635330184,0.46630761487055933,0.4807654336952063,0.4799164779066391,0.4681983735567776,0.27545800074700044,0.3319060932023925,0.41159475455689964,0.476934099770921
21,0.27404180013549295,0.2545192892583655,0.6608950605723436,0.5334037954045285,0.42488473881665023,0.45244410309649186,0.6454273338728798,0.858012669218811,0.3769093997209708,0.6226721599757448,0.26258824522503704,0.48830328497674935,0.44935884566736134,0.2616208189525717,0.5946911801170334
22,0.566801724930871,0.3756211373761279,0.5620917498286668,0.4093935171734643,0.4935161637014462,0.3070220002394674,0.6201219077370376,0.7935763402252145,0.5603321197660656,0.5604232762235106,0.39143360371903335,0.45491636247778766,0.5543963406205563,0.2241283589802655,0.41523713250541594
23,0.504254775467351,0.4615981586216774,0.4622333318901559,0.4934985198278549,0.3165221667769703,0.2556935012259405,0.31942553036564697,0.7274345121635097,0.6050899562048215,0.3469139024614511,0.4508558772478083,0.1578056019764412,0.4586069377139469,0.487542622040567,0.43099145852591947
24,0.6566896712060766,0.5526155286967378,0.5885010344135395,0.5599529561883275,0.4477381417150402,0.4058058445670671,0.5280675465965624,0.8377326970595665,0.4550659394000332,0.3875124670542308,0.3215444733538433,0.3286247960311584,0.4605474030787988,0.5428911051594658,0.3900375886072952
25,0.3433032522541021,0.6555691341514808,0.18117240731408812,0.5263693106188085,0.2700645125815482,0.4960048980603823,0.6288274043040218,0.5490694325612643,0.7598998098767704,0.37795492808744857,0.6631083631727571,0.12433577635397053,0.6968810236232039,0.3139550334524427,0.5047881576997026
26,0.28084562653081396,0.3964174985773438,0.17055190822052965,0.22466692634520002,0.362261228461747,0.38430309978221,0.4064018590187967,0.6721610359143749,0.674667730010418,0.26217630941134473,0.7091464851380993,0.2877260312214096,0.7525996412367666,0.2210036574265081,0.34799190623770604
27,0.5546264990828829,0.5131563244124846,0.6296898777266204,0.5450161803793008,0.16168999317894098,0.5214790585805914,0.5890863301628554,0.572460049443035,0.4667844510503121,0.6322612082042826,0.710885734720377,0.3815496315308013,0.29692347116034157,0.42493973662191414,0.49181279614355045
28,0.39073510146622087,0.3107837873545656,0.290929105849548,0.16556175135648002,0.3635728812618037,0.30465856526046636,0.4265080887068025,0.863107283637445,0.670613655889083,0.31171943955189685,0.28942107385156707,0.2771768545828682,0.5557931155049367,0.2431024648949508,0.3290660452050845
29,0.5508749460932484,0.3059709720798581,0.5468779401166548,0.40816635422532166,0.28295706618288474,0.1421228576721503,0.47157640886582164,0.8104008930109856,0.6424995451498219,0.41485112786143236,0.4087634909157325,0.3771440386224873,0.5887328946279392,0.4357840872272277,0.2922238529203096
30,0.5057267788153826,0.418528777570011,0.4039176326914598,0.38484712741042043,0.36285801808532336,0.28296113977540444,0.4273919021186471,0.7980360860328918,0.6134474912476054,0.344594967849041,0.5834164057875068,0.33512465878951464,0.5799763174428563,0.39963489531222707,0.44752523426323504
31,0.6269701851948108,0.6728104133469528,0.6280932815714004,0.6540501124714713,0.4770367987923843,0.5168287162077765,0.6403848913879324,0.5335980654692022,0.5569021537008769,0.6577067714507823,0.37663007044731167,0.3663265268872292,0.4715296578229999,0.640352590778535,0.5004390999067805
32,0.1184201656280872,0.158482598614826,0.4018598588226748,0.22025240978136074,0.7023154403956614,0.0036112413356537186,0.1719884579718352,0.823724266326466,0.5069000200648259,0.2294657846980091,0.34718740248128566,0.13614484964012874,0.5443917161304638,0.03643028136247904,0.14964072394468622
33,0.42950027608452596,0.315326366544062,0.469081225570018,0.36429567190816314,0.27749173701665103,0.19211121675462403,0.33308508479924526,0.7867676844679387,0.6822316146298221,0.34023687074791936,0.43632885080422595,0.29502806823614064,0.5979047245830845,0.3276849432607933,0.32578292509931944
34,0.6211790940467541,0.473804182004614,0.803747968208924,0.7069747538793685,0.1043031153572559,0.3708296961644687,0.497836203120104,0.7243013644161546,0.619560735345016,0.8822098619249151,0.5037161006114418,0.48115559284404863,0.5475288311227368,0.7409207985965885,0.5232957151398515
35,0.4134796611498007,0.37482315676690126,0.40286236985132706,0.3685358325838449,0.4177657560342538,0.12326593587276712,0.34283297013589176,0.7702243922746694,0.5853225499359542,0.15222203110232757,0.577648658706276,0.3048094895185117,0.5118521777490741,0.2930157904978906,0.3880033206649666
36,0.5471459468625112,0.5444266492528026,0.7050102409905533,0.5176711716662479,0.3022377849283724,0.5833136485760196,0.6370400407390014,0.5014724387408139,0.40767700850101696,0.6318771898086768,0.37832649968786236,0.03999596014095294,0.34828226688948455,0.4483358072616282,0.34495526699421064
37,0.5077673647205168,0.3230135940874487,0.511781371442753,0.3737974904150647,0.23263162409722635,0.5035767029903108,0.5496663554948128,0.840814859298137,0.4634203186698171,0.6278950860359758,0.42363873132127416,0.25732945071348323,0.5593281456441221,0.4317488003116642,0.3620838130604995
38,0.7094067876586049,0.5437725432068085,0.49543593192120383,0.4750647076878764,0.33851948930625264,0.39146984159114734,0.5943501618860564,0.6024235813688544,0.3998523250776936,0.43917472512089506,0.3783778404312774,0.34834128086485466,0.48310767677752126,0.5678510884972683,0.39167853815851134
39,0.3901731961779864,0.3738805521218057,0.42086085979178467,0.26742156162417574,0.2869863750659903,0.08315033128604751,0.40556584697786274,0.8925423756935016,0.8642594592605075,0.40387165245523104,0.3349455171464413,0.2869101720465981,0.5860211193146967,0.1999485842064811,0.4125075990932252
40,0.4865046841348029,0.23844354340149818,0.387789716478425,0.2447229905626267,0.28063717575639313,0.2655805479649778,0.33383488420689283,0.8168537530616568,0.7804384703310534,0.3121096867048823,0.4011633315896968,0.22319940200631283,0.5940336058449281,0.29970364949501754,0.4396987320383761
41,0.5755377084940453,0.7631775749208138,0.21745064927391053,0.46896277227312727,0.3847352846418159,0.4361094125748401,0.3619458445099039,0.6482949438069331,0.5921716099693811,0.29129457134564757,0.5015276193388737,0.3385673008151275,0.736111727698198,0.543721898778838,0.3866170660702195
42,0.2865600260104612,0.22617281539934717,0.5210539473883432,0.4764022864478137,0.24125612606752722,0.24507688165639727,0.4006120264262991,0.7906734635535755,0.30024253367618214,0.5403788738284497,0.5807358445222268,0.4280506912707954,0.6334761320569724,0.2546991886542991,0.5858319521671019
43,0.5044595099064034,0.28098179114158467,0.4744540884512067,0.3531707381280711,0.2752665820436533,0.28524964718572343,0.3259354557006468,0.8095759721753432,0.7119572089027062,0.4997402423220703,0.4439134503825226,0.2436061104418216,0.6674679821715778,0.37917039054061946,0.4016202044111859
44,0.5657819802476058,0.4188038175593264,0.4631358100240025,0.2352449429242971,0.21452931463571517,0.4512332323682102,0.5773796245300642,0.7409633074553549,0.6067074856855221,0.49504380203759063,0.5180671782480576,0.29073056841817746,0.4720169778303881,0.3987026741889455,0.2750638832278329
45,0.5504869353975476,0.3396705510196742,0.44458332820505814,0.3930025932587961,0.28256068062207773,0.35647501046351465,0.7917593754955162,0.8094619001370781,0.5870617096240095,0.4371450094652505,0.5540896272759653,0.324170656520871,0.5670181564693398,0.3117268051755601,0.5085211271471498
46,0.5444122762951767,0.5010357516769576,0.6468001509475134,0.5918942387073116,0.23948537301904904,0.2022856558083356,0.21390836184375628,0.7570775658449262,0.6661003573276083,0.553044337057488,0.5446280759531612,0.20854699725979092,0.5871121467169396,0.5303348563877603,0.40502868256367675
47,0.5847099658044548,0.37341687518344013,0.6054570592696927,0.4501091562055322,0.21059307517754078,0.3159316920364697,0.25161937281682195,0.8194298014831087,0.6182486932915636,0.6145484598667605,0.5047311885099499,0.14436401454444858,0.49201296079707757,0.5132889445746645,0.3364567124729091
48,0.754423711143691,0.6881545355556914,0.49055746905763437,0.5392680414444319,0.30669129637381976,0.331951032270491,0.4432130009408352,0.755352793245832,0.29450443745389615,0.545804013940497,0.33747844239565206,0.21896113503655404,0.5877929852165563,0.648403303777683,0.31457192574779147
49,0.4964596910677652,0.4515155874497377,0.6366747099248224,0.5739996688059078,0.20956983424120523,0.3523996503770395,0.6121532859044998,0.7070866421108861,0.5708280802483054,0.6117167811572388,0.5001475663565715,0.23536868793902024,0.5713521237474826,0.47364090813809884,0.4993436368417732
50,0.4240728795366078,0.35040807254528583,0.5695540357112758,0.4627127927140735,0.3078715630442787,0.1800530284715156,0.2610588672545845,0.7755185825703176,0.6637380049983335,0.4586805740164947,0.4962286992886842,0.33652091588999444,0.6549509071911856,0.3098526108657889,0.32700897515037736
51,0.7831262602106446,0.45856032306792816,0.2699522390842417,0.5418157327913924,0.29793178401186593,0.7611672352082107,0.5162311527552559,0.9501477115850756,0.4547722245784435,0.4247508202966951,0.6085060534776031,0.2299053314632464,0.5964778651174243,0.5240635836337239,0.3831946577431461
52,0.29642840288038563,0.313407299591489,0.44475811168860696,0.40531438714056156,0.2731647900524859,0.336058117911898,0.38960951979455066,0.7590321875651004,0.6488579198600409,0.4022166497076601,0.6096914886832309,0.16799117280868525,0.5028967703503705,0.27777367849662665,0.4863318095274793
53,0.5777682637270136,0.5172141288817241,0.5920239786860061,0.5459704591067043,0.21748353534241383,0.3254556765214734,0.6263332508449325,0.7431712432737405,0.5193105602648239,0.5796919709244829,0.5465437737941956,0.24671851893674548,0.4839109029213744,0.45728189319704743,0.5025705090892311
54,0.4206010480101058,0.2855277015844018,0.4840408240471781,0.36831895787024826,0.46827303499134004,0.2620575019667444,0.49960781737310833,0.8518937346899755,0.6671147967497839,0.422503921471854,0.29204846749478236,0.22387828952673844,0.510631607075532,0.2671344133183716,0.4740648884385379
55,0.4545965151568418,0.38876473552354834,0.5636708370424962,0.45622601762180254,0.3732321098464215,0.17542389803935954,0.3069332260076811,0.738263203120788,0.6283360420550305,0.5493398566651967,0.49689346581308164,0.2759910193932625,0.5280128698670379,0.36904659201767825,0.3270861362781102
56,0.5122790333789898,0.37651408505030215,0.5556651336125975,0.47177003544803303,0.36162182699609396,0.2779703216250819,0.4545056183357144,0.7076072706865807,0.567702131617693,0.6715075928370259,0.35608043228029906,0.29193951705439086,0.4873346701550348,0.4139211626914387,0.3791107514276683
57,0.5025514553289967,0.41899361884825254,0.5308734410438976,0.4109968177307219,0.28984909633147377,0.2537396229440516,0.31244721706792566,0.8002489360612045,0.621826163073184,0.4593411402557149,0.5173533433037394,0.15947833520170304,0.5594065760862941,0.44956469887408873,0.3826984848413361
58,0.4771417026624088,0.2975722340238833,0.31984391413106433,0.14096822283751853,0.364287521559954,0.3039563450950646,0.5915480028651489,0.9028471812254226,0.5485511994513724,0.34811291071870726,0.4280993200206657,0.1969708251009538,0.5467756095207023,0.2754636186353518,0.3608631584536148
59,0.4525147333618875,0.4653497800505292,0.48279827878535597,0.4501874197935006,0.4298914128392973,0.40060036832952006,0.5826595361520663,0.7335094958871703,0.4829452846363843,0.5459721011553508,0.4180164205418876,0.3838365685273662,0.48477261126556104,0.4030883135385318,0.49338204040912925
60,0.5719395975848035,0.3789528697511475,0.37317120539070614,0.3430843423533347,0.15380461893239983,0.35934870139019187,0.45928121366992897,0.8539971514977571,0.6426784599679258,0.3994780769583366,0.4352403543491149,0.058230001971626706,0.5845945321982472,0.5167587492372099,0.2619567081977257
61,0.7180214174456774,0.5512290179443335,0.5040223613752574,0.43265852577166736,0.27144530551718205,0.4401506921753202,0.5690699318636923,0.7739801999504823,0.4023624925424689,0.5182910007878715,0.3032161730903335,0.4328730582962898,0.5542637136243606,0.5111043398401438,0.501593830951635
62,0.5375029907315956,0.3531101411877963,0.47805126363834916,0.45264858113049455,0.35461126500516377,0.413145567846464,0.4547483418328356,0.830797573714698,0.46712777892662355,0.4335552631712858,0.3222064163519358,0.1865428691896368,0.5411852576319119,0.42513446979675296,0.28188059845048535
63,0.45967022378594147,0.2632389147027018,0.4128092703075395,0.2618813777046149,0.4015721279258366,0.2680924747490546,0.4582227964262638,0.7954231185246978,0.5833370221924806,0.34306345176988556,0.3957473491795849,0.34511013503096577,0.768699575129148,0.2698636165981649,0.185984670179814
64,0.5166555246441129,0.5027483656088473,0.7411463143685783,0.6269271845984856,0.20602235691719192,0.19671215753419818,0.4911098241369243,0.8897459385336458,0.4493617318131651,0.683319447065849,0.5801058785814671,0.3735237317244706,0.5672839070926102,0.5043673911074885,0.5269750129857539
65,0.6256369797128494,0.40306307869930863,0.4716960555816234,0.3628685575902035,0.3143783746242809,0.3528062494517153,0.5312871649813105,0.7413240455047067,0.5172982474589082,0.41636718409473644,0.34036031847404513,0.5072017169488467,0.6110559622330781,0.4950565715700194,0.43934936704709754
66,0.8595346574861602,0.6449635770708678,0.3571794884438117,0.47518298039548573,0.19710138563412166,0.4135616212607788,0.5593207885721896,0.6948851893762387,0.35066845153826803,0.24575118610531618,0.24523513418592058,0.15884283758545512,0.523626422360915,0.6637266301803839,0.3879891849316605
67,0.5777827131851354,0.46148207854210177,0.47519440079189945,0.4510205487636805,0.3998712660410767,0.19810148370393404,0.40647878607693483,0.7661128081391435,0.5853325824069519,0.40981782176049386,0.5975491935198338,0.143358850626148,0.49559732982324767,0.35253503009302983,0.5282456200444173
